v_gene,d_gene,j_gene,cdr3_length,v_3p_del,d_5p_del,d_3p_del,j_5p_del,vd_insertion,dj_insertion,count
IGHV3-23*04,IGHD1-14*01,IGHJ6*02_F,75,1,0,0,15,28,3,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ3*02_F,56,1,11,1,5,6,7,1
IGHV3-15*07,IGHD2-2*03,IGHJ6*03_F,73,0,4,6,5,0,14,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*03_F,54,1,3,2,0,5,6,2
IGHV1-69*13,IGHD2-21*02,IGHJ5*02_F,42,1,8,5,9,2,4,1
IGHV3-33*02,IGHD7-27*01,IGHJ4*02_F,24,0,0,9,7,0,1,1
IGHV3-33*02,IGHD1-26*01,IGHJ4*02_F,-1,3,6,0,15,8,4,1
IGHV3-NL1*01,IGHD1-14*01,IGHJ6*03_F,44,7,3,4,20,11,7,1
IGHV4-4*07,IGHD1-7*01,IGHJ4*02_F,42,1,3,0,5,3,3,1
IGHV3-15*07,IGHD6-19*01,IGHJ4*02_F,54,5,8,2,4,6,18,1
IGHV1-69*13,IGHD3/OR15-3b*01,IGHJ4*02_F,48,3,11,10,5,9,9,1
IGHV3-19*01,IGHD3-10*01,IGHJ3*02_F,66,1,4,10,4,17,7,1
IGHV3-66*03,IGHD5-5*01,IGHJ6*03_F,75,1,1,0,0,12,2,1
IGHV4-30-4*06,IGHD1-7*01,IGHJ4*02_F,44,1,0,0,6,2,4,1
IGHV3-73*02,IGHD2-2*03,IGHJ6*03_F,55,3,10,3,4,1,0,1
IGHV3-53*01,IGHD2-2*03,IGHJ4*02_F,75,0,7,5,3,23,8,2
IGHV4-30-2*91,IGHD3-10*01,IGHJ6*02_F,69,1,10,6,5,14,3,1
IGHV1-58*02,IGHD1-14*01,IGHJ4*02_F,44,1,9,0,3,1,11,1
IGHV4/OR15-8*03,IGHD5-12*01,IGHJ6*03_F,66,0,2,7,7,10,6,1
IGHV3-h*01,IGHD2-8*01,IGHJ6*03_F,75,0,9,1,4,8,7,1
IGHV3-NL1*01,IGHD5-24*01,IGHJ5*02_F,-1,0,6,2,19,5,15,1
IGHV3-64*04,IGHD2-2*03,IGHJ2*01_F,57,1,5,2,3,2,2,1
IGHV4-30-4*06,IGHD1-26*01,IGHJ5*02_F,44,1,2,2,4,2,0,1
IGHV2-70*13,IGHD3-10*01,IGHJ2*01_F,72,2,2,5,2,8,9,1
IGHV3-NL1*01,IGHD2-8*01,IGHJ4*02_F,69,4,1,3,4,8,14,2
IGHV3-9*02,IGHD1-1*01,IGHJ6*03_F,45,3,2,6,15,9,0,1
IGHV4-34*13,IGHD6-6*01,IGHJ6*03_F,69,3,8,0,1,8,12,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ4*02_F,-1,49,16,0,0,4,16,1
IGHV3-9*02,IGHD2-2*03,IGHJ6*03_F,75,3,5,2,7,11,5,1
IGHV3-h*01,IGHD2-8*01,IGHJ4*02_F,36,3,12,13,1,6,0,1
IGHV3-h*01,IGHD3-3*01,IGHJ4*02_F,75,0,0,5,0,3,18,1
IGHV3-15*07,IGHD3/OR15-3b*01,IGHJ4*02_F,57,0,13,6,0,12,5,1
IGHV3-h*01,IGHD6-19*01,IGHJ4*02_F,44,0,7,3,1,5,1,1
IGHV3-h*01,IGHD5/OR15-5b*01,IGHJ6*03_F,75,0,6,4,4,0,23,1
IGHV3-7*03,IGHD3-10*01,IGHJ4*02_F,-1,28,9,4,8,41,2,1
IGHV3-9*02,IGHD2-15*01,IGHJ6*03_F,75,3,1,3,0,2,4,1
IGHV3-h*02,IGHD2-21*02,IGHJ4*02_F,58,0,2,3,3,6,4,1
IGHV3-h*01,IGHD6-19*01,IGHJ4*02_F,-1,0,10,1,16,8,14,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,73,0,2,6,8,7,23,1
IGHV3-23*04,IGHD3-22*01,IGHJ3*02_F,75,0,0,3,4,9,12,1
IGHV3-NL1*01,IGHD5-12*01,IGHJ1*01_F,75,0,0,3,3,7,19,1
IGHV3-h*02,IGHD6-19*01,IGHJ6*02_F,69,0,5,5,6,12,9,1
IGHV3-66*03,IGHD3-22*01,IGHJ4*02_F,75,0,1,2,4,13,10,2
IGHV3-15*07,IGHD3-22*01,IGHJ6*02_F,69,2,16,0,1,12,2,1
IGHV3-h*02,IGHD3-10*01,IGHJ4*02_F,36,1,10,12,4,3,1,1
IGHV3-74*03,IGHD2-15*01,IGHJ6*03_F,75,0,5,3,1,5,5,1
IGHV4-61*08,IGHD1-26*01,IGHJ4*02_F,45,0,9,3,5,8,6,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ4*02_F,73,4,1,5,7,19,20,1
IGHV1-69*13,IGHD3-10*01,IGHJ4*02_F,57,0,9,12,0,11,8,1
IGHV7-4-1*91,IGHD2-21*01,IGHJ4*02_F,38,0,17,0,8,3,4,2
IGHV3-23*04,IGHD2/OR15-2b*01,IGHJ3*01_F,36,3,24,0,4,3,3,1
IGHV4-4*07,IGHD6-19*01,IGHJ4*03_F,-1,0,10,0,16,6,15,1
IGHV5-78*01,IGHD3-16*02,IGHJ2P*01_P,-1,96,11,16,31,39,11,1
IGHV3-64*04,IGHD3-16*02,IGHJ4*02_F,57,1,12,8,5,11,7,3
IGHV3-NL1*01,IGHD6-19*01,IGHJ6*03_F,75,0,0,0,8,3,16,1
IGHV3-9*02,IGHD3-16*02,IGHJ6*03_F,-1,3,18,3,31,0,17,1
IGHV3-h*02,IGHD4-23*01,IGHJ4*02_F,36,1,10,1,0,0,1,1
IGHV4-61*02,IGHD6-13*01,IGHJ5*02_F,45,1,3,3,6,5,1,1
IGHV3-53*91,IGHD3-3*01,IGHJ6*03_F,59,3,2,8,0,0,0,1
IGHV4-30-4*06,IGHD2-8*02,IGHJ4*02_F,42,0,13,3,11,0,10,1
IGHV3-7*03,IGHD7-27*01,IGHJ3*02_F,36,1,1,2,5,4,0,1
IGHV4/OR15-8*03,IGHD3-3*01,IGHJ4*02_F,69,1,0,5,3,19,0,1
IGHV3-h*02,IGHD1-26*01,IGHJ6*03_F,69,0,2,2,0,4,6,1
IGHV3-64*91,IGHD2-2*02,IGHJ5*02_F,58,0,7,0,4,6,1,1
IGHV3-h*02,IGHD3-22*01,IGHJ5*02_F,72,0,2,2,0,14,0,1
IGHV3-15*07,IGHD3-9*01,IGHJ6*02_F,69,0,7,9,3,13,1,1
IGHV3-21*04,IGHD3-3*02,IGHJ4*02_F,-1,58,16,2,8,9,8,1
IGHV3-23*04,IGHD3-3*01,IGHJ6*03_F,44,5,5,16,21,10,7,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,36,4,6,0,4,1,0,1
IGHV4-61*02,IGHD3-3*02,IGHJ4*02_F,54,1,16,8,0,20,0,2
IGHV3-66*03,IGHD2-15*01,IGHJ6*02_F,73,1,5,0,4,7,2,1
IGHV3-h*02,IGHD1-26*01,IGHJ4*03_F,-1,0,2,2,16,3,13,2
IGHV3-71*01,IGHD4-17*01,IGHJ2*01_F,76,0,6,1,1,21,14,3
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,44,0,5,14,0,3,1,1
IGHV4-61*02,IGHD3-10*01,IGHJ6*02_F,69,1,10,6,4,1,15,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,-1,1,1,7,15,21,17,1
IGHV1-NL1*91,IGHD2-2*03,IGHJ4*02_F,51,2,1,9,3,6,1,1
IGHV2-70*12,IGHD3-22*01,IGHJ6*02_F,66,3,9,0,2,4,0,1
IGHV3-20*91,IGHD6-13*01,IGHJ6*02_F,66,1,7,3,6,19,0,1
IGHV3-15*07,IGHD1-26*01,IGHJ4*02_F,36,1,6,6,7,7,1,1
IGHV3-71*01,IGHD2-15*01,IGHJ4*02_F,-1,20,0,3,0,23,11,1
IGHV3-h*02,IGHD5-12*01,IGHJ6*02_F,75,0,0,3,4,4,12,1
IGHV1-24*01,IGHD5-24*01,IGHJ4*02_F,42,5,3,6,4,6,6,1
IGHV3-h*01,IGHD3-10*01,IGHJ6*02_F,66,1,9,12,1,10,5,1
IGHV6-1*02,IGHD3-22*01,IGHJ4*03_F,-1,0,0,7,16,6,16,1
IGHV3-30*15,IGHD3-10*01,IGHJ6*02_F,69,1,6,3,9,7,7,1
IGHV4-30-4*06,IGHD2-2*03,IGHJ4*03_F,48,1,14,5,5,14,0,1
IGHV1-46*02,IGHD3-10*01,IGHJ5*02_F,42,2,9,11,7,9,0,1
IGHV3-71*01,IGHD2-2*02,IGHJ4*02_F,69,0,7,1,5,10,13,1
IGHV3/OR16-15*02,IGHD2-2*03,IGHJ6*02_F,75,3,3,2,1,9,3,1
IGHV3-30*15,IGHD3-16*01,IGHJ4*02_F,45,2,18,0,5,5,0,1
IGHV4/OR15-8*02,IGHD3-3*02,IGHJ5*02_F,69,4,14,7,8,39,1,1
IGHV3-h*01,IGHD3-16*02,IGHJ3*02_F,93,0,4,13,5,19,29,1
IGHV7-4-1*92,IGHD3-3*02,IGHJ5*02_F,-1,0,16,8,7,6,0,1
IGHV3-15*07,IGHD6-13*01,IGHJ3*02_F,73,1,0,0,4,16,11,1
IGHV7-4-1*05,IGHD4-23*01,IGHJ3*02_F,-1,24,1,0,0,9,4,1
IGHV3-30*15,IGHD3-22*01,IGHJ4*03_F,-1,0,9,7,16,3,14,1
IGHV4-61*02,IGHD3-9*01,IGHJ5*02_F,69,1,1,0,5,14,0,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,58,3,5,12,6,1,24,1
IGHV4-61*08,IGHD4-17*01,IGHJ5*02_F,45,0,3,0,8,0,9,3
IGHV3-23*04,IGHD4-23*01,IGHJ2*01_F,56,3,4,3,3,6,11,1
IGHV4/OR15-8*03,IGHD3-16*02,IGHJ4*02_F,44,1,17,3,5,1,4,3
IGHV3-20*01,IGHD3-10*01,IGHJ6*02_F,66,3,1,5,0,1,0,1
IGHV3-9*91,IGHD3-10*01,IGHJ5*02_F,73,4,2,12,2,25,4,1
IGHV4-34*13,IGHD6-13*01,IGHJ6*02_F,86,1,0,0,5,19,9,1
IGHV1-69*13,IGHD4/OR15-4b*01,IGHJ6*02_F,45,0,0,3,16,2,0,1
IGHV5-51*02,IGHD3-22*01,IGHJ4*02_F,75,0,1,3,4,13,11,2
IGHV3-15*07,IGHD3-22*01,IGHJ6*03_F,75,0,1,4,13,10,9,1
IGHV1-69*13,IGHD1-26*01,IGHJ5*02_F,48,0,5,5,11,7,11,1
IGHV3-15*07,IGHD3-22*01,IGHJ6*03_F,75,2,1,5,1,9,1,1
IGHV1-69*13,IGHD3-10*01,IGHJ4*02_F,45,3,7,10,0,3,3,2
IGHV3-48*02,IGHD5-24*01,IGHJ3*02_F,57,1,0,7,0,15,0,1
IGHV3-71*01,IGHD3-3*01,IGHJ5*02_F,66,1,5,5,3,13,5,1
IGHV5-a*02,IGHD4-17*01,IGHJ4*02_F,45,2,0,1,4,7,1,1
IGHV3-h*01,IGHD3-16*02,IGHJ6*02_F,75,1,0,4,0,0,0,1
IGHV3-23*04,IGHD2-8*02,IGHJ6*02_F,57,1,0,20,3,6,1,1
IGHV3-19*01,IGHD3-22*01,IGHJ6*03_F,74,0,5,8,1,2,12,1
IGHV3-64*04,IGHD1-26*01,IGHJ6*03_F,57,0,1,6,3,3,1,1
IGHV3-9*02,IGHD2-2*02,IGHJ6*03_F,75,0,5,2,19,6,19,1
IGHV4-30-4*06,IGHD2-2*03,IGHJ5*02_F,69,1,1,0,10,14,5,1
IGHV3-64*04,IGHD6-19*01,IGHJ2*01_F,75,1,6,1,4,8,25,1
IGHV3-66*03,IGHD1-26*01,IGHJ3*02_F,57,0,6,2,0,10,5,1
IGHV1-18*01,IGHD2-2*03,IGHJ6*03_F,75,0,3,5,6,11,4,1
IGHV3-73*02,IGHD6-6*01,IGHJ6*03_F,42,0,16,0,5,2,0,1
IGHV1-8*91,IGHD5-5*01,IGHJ4*02_F,42,0,2,4,3,3,0,1
IGHV3-h*01,IGHD3-10*01,IGHJ6*02_F,57,0,9,14,0,0,6,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*02_F,75,3,4,0,5,10,18,1
IGHV4-b*02,IGHD3-9*01,IGHJ3*02_F,69,1,4,1,0,16,0,1
IGHV2-70*12,IGHD2/OR15-2b*01,IGHJ4*02_F,72,0,7,5,0,17,6,1
IGHV2-70*13,IGHD3-22*01,IGHJ4*02_F,-1,39,1,4,4,3,5,1
IGHV1-8*91,IGHD3-9*01,IGHJ6*03_F,57,0,0,22,2,0,7,1
IGHV3-43*91,IGHD5-24*01,IGHJ3*02_F,73,0,4,2,1,8,20,1
IGHV3-71*01,IGHD3-10*01,IGHJ6*02_F,75,2,6,5,12,16,10,1
IGHV3-66*03,IGHD2-15*01,IGHJ4*02_F,73,0,6,2,4,3,23,1
IGHV1-18*01,IGHD3-10*01,IGHJ4*02_F,51,1,4,12,8,7,10,1
IGHV3-64*91,IGHD2/OR15-2b*01,IGHJ4*02_F,69,1,1,8,2,11,11,1
IGHV3-66*01,IGHD3-9*01,IGHJ4*02_F,69,0,2,0,5,5,12,1
IGHV2-70*09,IGHD3-22*01,IGHJ6*02_F,-1,16,3,10,1,31,0,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,44,0,10,0,3,7,1,1
IGHV3-h*02,IGHD1-14*01,IGHJ4*02_F,30,2,11,0,5,2,1,1
IGHV3-66*03,IGHD3-22*01,IGHJ3*02_F,75,0,1,5,3,16,7,1
IGHV3-h*01,IGHD3-22*01,IGHJ6*03_F,75,2,10,0,4,3,14,1
IGHV4-34*13,IGHD3-9*01,IGHJ4*02_F,69,1,1,9,0,8,13,1
IGHV3-h*01,IGHD2-2*03,IGHJ5*02_F,75,0,4,5,4,8,18,2
IGHV4-61*02,IGHD6-6*01,IGHJ4*02_F,38,1,2,8,4,7,0,1
IGHV3-49*05,IGHD3-3*02,IGHJ4*02_F,57,0,12,12,1,19,4,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,0,0,2,12,3,9,1
IGHV3-71*01,IGHD3-9*01,IGHJ3*02_F,75,0,2,1,4,1,20,1
IGHV1-3*01,IGHD6-19*01,IGHJ4*02_F,51,1,0,5,5,5,8,2
IGHV3-h*02,IGHD2-15*01,IGHJ6*03_F,75,0,6,1,0,6,2,1
IGHV3-h*02,IGHD4-4*01,IGHJ4*02_F,73,0,5,0,1,30,5,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ4*02_F,-1,24,15,0,4,1,1,1
IGHV4/OR15-8*03,IGHD6-13*01,IGHJ3*02_F,48,1,3,3,1,4,1,2
IGHV1-f*01,IGHD3-10*01,IGHJ4*02_F,24,4,10,16,7,2,2,1
IGHV4-59*10,IGHD3-10*01,IGHJ6*02_F,69,1,10,2,0,5,3,2
IGHV3-74*03,IGHD7-27*01,IGHJ4*02_F,24,2,2,2,13,4,0,1
IGHV7-34-1*02,IGHD3-10*01,IGHJ6*03_F,90,2,10,6,9,8,35,1
IGHV4-b*02,IGHD2/OR15-2b*01,IGHJ3*02_F,42,3,10,4,0,0,0,1
IGHV3-74*03,IGHD5-5*01,IGHJ4*02_F,36,1,3,0,8,0,0,2
IGHV5-51*03,IGHD4-17*01,IGHJ4*03_F,-1,0,0,1,16,7,12,1
IGHV3-49*05,IGHD3-3*01,IGHJ6*03_F,56,2,4,7,19,8,6,1
IGHV3-66*03,IGHD2-2*03,IGHJ3*02_F,64,3,1,3,4,11,3,1
IGHV1-69*13,IGHD3-10*02,IGHJ4*02_F,-1,17,9,16,11,2,5,2
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,75,1,5,3,2,13,24,3
IGHV3-66*04,IGHD3-22*01,IGHJ1*01_F,73,1,8,4,16,7,32,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,45,0,3,2,0,0,1,1
IGHV3-9*02,IGHD3-22*01,IGHJ4*03_F,-1,3,17,4,16,3,21,1
IGHV3-33*06,IGHD3-10*01,IGHJ6*02_F,72,0,3,12,4,2,15,1
IGHV3-h*02,IGHD6-13*01,IGHJ6*02_F,69,1,0,3,0,2,7,1
IGHV1-46*02,IGHD3-16*01,IGHJ4*02_F,42,1,18,7,1,4,0,3
IGHV3-NL1*01,IGHD5-12*01,IGHJ4*02_F,51,0,8,4,4,14,2,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,73,4,1,2,5,12,14,1
IGHV1-8*91,IGHD3-10*01,IGHJ4*02_F,42,3,0,11,4,0,1,1
IGHV3-20*91,IGHD5-12*01,IGHJ2*01_F,66,1,3,3,4,8,13,1
IGHV1-69*13,IGHD1-26*01,IGHJ2*01_F,48,0,5,5,18,7,16,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,-1,1,12,14,15,2,18,2
IGHV3-53*91,IGHD6-19*01,IGHJ4*02_F,59,0,0,0,12,12,12,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,45,0,4,7,7,4,0,1
IGHV5-51*03,IGHD5-24*01,IGHJ4*03_F,-1,1,5,0,16,1,19,1
IGHV3-h*02,IGHD6-13*01,IGHJ6*02_F,73,1,2,3,6,11,10,1
IGHV3-23*03,IGHD3/OR15-3b*01,IGHJ4*03_F,-1,0,11,12,16,10,16,1
IGHV4/OR15-8*03,IGHD3-3*01,IGHJ5*02_F,-1,21,2,4,8,29,13,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,45,1,0,5,4,2,4,1
IGHV3-49*05,IGHD3-16*02,IGHJ3*02_F,45,1,26,0,1,5,1,1
IGHV3-64*04,IGHD4-17*01,IGHJ6*02_F,57,0,1,2,4,4,1,1
IGHV4/OR15-8*03,IGHD5-5*01,IGHJ6*03_F,96,1,2,0,3,29,10,1
IGHV1-24*01,IGHD6-6*01,IGHJ4*02_F,24,0,8,7,14,2,5,1
IGHV3-23*04,IGHD2-15*01,IGHJ6*03_F,73,1,0,6,4,7,3,3
IGHV3-7*03,IGHD3/OR15-3b*01,IGHJ4*02_F,73,1,11,3,3,12,20,1
IGHV4/OR15-8*03,IGHD3-10*01,IGHJ5*02_F,69,1,2,0,7,12,5,1
IGHV3-74*03,IGHD5-5*01,IGHJ4*02_F,36,0,4,4,4,0,0,1
IGHV3-53*02,IGHD3-16*02,IGHJ3*01_F,51,0,17,8,0,5,6,1
IGHV3-9*91,IGHD3-10*01,IGHJ3*02_F,75,0,10,3,1,7,19,1
IGHV3-62*01,IGHD3-9*01,IGHJ2*01_F,-1,27,6,4,6,36,16,1
IGHV3-23*04,IGHD3-10*01,IGHJ5*02_F,75,2,0,3,4,14,8,1
IGHV3-h*02,IGHD2-8*01,IGHJ6*02_F,66,0,6,3,3,0,4,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,51,0,0,3,2,7,0,1
IGHV3-53*04,IGHD6-13*01,IGHJ6*03_F,75,0,6,0,8,4,21,1
IGHV3-20*91,IGHD3-10*01,IGHJ4*02_F,75,1,8,9,2,12,24,1
IGHV3-d*01,IGHD3-3*01,IGHJ6*03_F,77,1,4,5,0,15,0,1
IGHV3-h*01,IGHD3-9*01,IGHJ4*02_F,72,0,5,3,11,16,16,2
IGHV3-h*02,IGHD2-8*02,IGHJ4*02_F,36,0,17,3,6,3,0,1
IGHV4-61*08,IGHD1-26*01,IGHJ3*01_F,42,3,5,2,1,0,3,1
IGHV4-61*02,IGHD2-21*02,IGHJ4*02_F,48,0,13,0,0,2,3,1
IGHV3-64*04,IGHD7-27*01,IGHJ6*02_F,39,3,0,9,4,1,0,1
IGHV3-h*02,IGHD6-6*01,IGHJ6*03_F,44,1,7,4,17,6,6,1
IGHV3-h*02,IGHD6-19*01,IGHJ6*02_F,66,0,2,1,4,8,1,1
IGHV3-23*04,IGHD3-9*01,IGHJ4*02_F,57,0,0,6,6,10,0,1
IGHV3-h*01,IGHD3/OR15-3b*01,IGHJ4*02_F,36,0,13,10,4,1,3,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ5*02_F,57,0,0,5,10,3,7,1
IGHV3-33*06,IGHD5-12*01,IGHJ6*02_F,75,0,0,3,4,4,12,4
IGHV3-48*02,IGHD2-2*03,IGHJ6*02_F,75,1,4,2,3,2,9,2
IGHV3-NL1*01,IGHD2-21*01,IGHJ6*04_F,72,1,3,3,5,4,9,1
IGHV5-51*03,IGHD2-15*01,IGHJ4*03_F,-1,0,13,7,16,5,18,1
IGHV1-18*01,IGHD3-10*01,IGHJ6*03_F,57,2,10,3,18,6,10,2
IGHV4-61*02,IGHD5-5*01,IGHJ4*02_F,42,1,6,3,6,3,7,2
IGHV3-h*01,IGHD5-24*01,IGHJ3*02_F,45,4,5,6,4,5,9,1
IGHV3-h*01,IGHD3-10*01,IGHJ5*02_F,73,0,0,7,6,14,10,1
IGHV3-49*05,IGHD6-19*01,IGHJ4*02_F,36,0,8,3,4,0,2,1
IGHV3-33*06,IGHD5-12*01,IGHJ6*02_F,75,0,0,4,4,4,13,2
IGHV3-h*02,IGHD5-12*01,IGHJ3*02_F,36,3,8,3,16,4,9,1
IGHV4-59*10,IGHD6-6*01,IGHJ4*03_F,-1,1,7,0,16,0,22,1
IGHV3-h*02,IGHD7-27*01,IGHJ4*02_F,36,4,2,0,6,8,1,1
IGHV1-18*01,IGHD4-23*01,IGHJ4*02_F,51,1,1,5,4,0,15,1
IGHV3-71*01,IGHD2-2*03,IGHJ6*02_F,75,0,7,0,6,4,10,1
IGHV1-8*91,IGHD3-10*01,IGHJ4*02_F,45,2,10,7,0,5,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,75,0,1,5,0,0,7,1
IGHV3-9*02,IGHD4-4*01,IGHJ6*03_F,75,1,3,3,2,23,0,1
IGHV5-51*02,IGHD3-22*01,IGHJ4*03_F,-1,1,10,0,16,2,28,1
IGHV3-13*04,IGHD2-2*03,IGHJ4*02_F,52,0,12,0,8,9,4,1
IGHV3-64*91,IGHD3-3*01,IGHJ4*02_F,75,0,5,5,1,13,14,1
IGHV3-74*03,IGHD2-2*03,IGHJ4*03_F,36,0,14,12,2,5,0,1
IGHV3-33*05,IGHD4-23*01,IGHJ5*02_F,36,1,6,7,6,6,0,1
IGHV3-h*01,IGHD6-13*01,IGHJ4*02_F,36,0,3,1,9,0,0,1
IGHV3-66*03,IGHD6-13*01,IGHJ4*03_F,45,1,0,5,3,2,3,1
IGHV3-33*05,IGHD1-26*01,IGHJ5*02_F,36,1,8,2,6,1,1,1
IGHV1-46*02,IGHD4-23*01,IGHJ4*02_F,24,2,6,9,7,1,0,1
IGHV3-23*04,IGHD2-15*01,IGHJ3*02_F,72,1,1,3,3,8,11,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,0,0,0,6,3,11,1
IGHV3-h*02,IGHD2-21*01,IGHJ4*02_F,45,0,14,1,3,1,6,1
IGHV3-h*02,IGHD2-2*03,IGHJ4*02_F,34,5,16,3,10,1,8,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,75,0,7,1,5,22,7,1
IGHV4/OR15-8*03,IGHD2-15*01,IGHJ6*02_F,69,4,11,1,0,5,6,1
IGHV3-49*05,IGHD5/OR15-5b*01,IGHJ3*02_F,54,0,3,3,4,7,4,1
IGHV4-34*13,IGHD3-16*01,IGHJ5*02_F,81,1,0,8,0,5,17,1
IGHV3-73*02,IGHD2-2*02,IGHJ3*02_F,75,1,4,2,0,9,12,1
IGHV3-33*06,IGHD6-13*01,IGHJ6*02_F,72,0,0,0,4,7,5,1
IGHV5-78*01,IGHD6-19*01,IGHJ6*02_F,-1,83,0,6,37,7,23,1
IGHV3-66*03,IGHD6-19*01,IGHJ5*02_F,75,3,7,3,0,11,25,1
IGHV3-h*01,IGHD6-13*01,IGHJ4*02_F,45,0,7,3,0,4,2,1
IGHV3/OR16-8*01,IGHD3-10*01,IGHJ6*02_F,-1,18,1,1,4,10,8,1
IGHV3-74*03,IGHD2-2*03,IGHJ4*02_F,36,0,14,12,3,5,1,2
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,36,0,11,9,5,0,2,1
IGHV3-74*03,IGHD2-2*02,IGHJ6*02_F,75,3,0,4,5,10,3,1
IGHV3-53*04,IGHD3-22*01,IGHJ1*01_F,75,1,8,4,3,15,13,2
IGHV4-30-4*06,IGHD6-19*01,IGHJ3*02_F,45,1,12,2,1,6,4,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,60,4,5,1,5,7,9,2
IGHV3-h*02,IGHD3-10*01,IGHJ4*03_F,-1,2,5,12,16,7,13,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ6*03_F,73,0,4,6,6,8,7,1
IGHV1-69*13,IGHD1-26*01,IGHJ4*02_F,48,0,4,5,7,6,10,1
IGHV1-NL1*91,IGHD3-10*01,IGHJ5*02_F,-1,114,10,0,0,2,6,1
IGHV3-h*02,IGHD2-2*03,IGHJ2*01_F,73,1,1,7,1,8,11,1
IGHV3-h*02,IGHD6-19*01,IGHJ4*02_F,36,0,5,9,0,0,1,1
IGHV3-66*04,IGHD3-10*01,IGHJ5*02_F,73,1,1,0,2,10,5,1
IGHV1-2*03,IGHD5-12*01,IGHJ6*03_F,67,0,0,4,12,6,11,1
IGHV3-h*02,IGHD5-12*01,IGHJ5*02_F,-1,1,8,0,19,3,15,1
IGHV3-23*04,IGHD3-16*02,IGHJ2*01_F,56,0,1,17,3,4,3,1
IGHV4-30-4*06,IGHD3-3*02,IGHJ4*02_F,39,0,16,6,6,4,4,1
IGHV4/OR15-8*02,IGHD3/OR15-3b*01,IGHJ6*02_F,-1,29,16,0,16,23,8,1
IGHV3-66*04,IGHD3-3*01,IGHJ6*03_F,68,2,0,7,8,0,11,1
IGHV6-1*02,IGHD6-13*01,IGHJ6*02_F,87,0,1,0,2,11,15,1
IGHV1-8*91,IGHD2-21*02,IGHJ6*02_F,75,1,6,0,3,7,7,1
IGHV3-h*02,IGHD7-27*01,IGHJ4*02_F,36,0,3,2,4,5,1,2
IGHV3-64*04,IGHD5-12*01,IGHJ4*02_F,36,1,5,9,5,5,0,1
IGHV3-h*02,IGHD6-13*01,IGHJ3*02_F,57,1,2,4,0,6,7,1
IGHV3-64*04,IGHD4/OR15-4b*01,IGHJ6*02_F,57,1,3,4,4,7,0,6
IGHV3-h*01,IGHD3-9*01,IGHJ4*02_F,-1,1,7,7,23,2,21,2
IGHV5-a*04,IGHD3-3*01,IGHJ3*02_F,75,0,6,10,0,20,12,1
IGHV1-18*01,IGHD5-5*01,IGHJ4*02_F,48,0,3,0,8,10,1,1
IGHV4-30-4*06,IGHD2-2*02,IGHJ5*02_F,45,1,0,17,4,5,0,1
IGHV3-h*01,IGHD6-13*01,IGHJ4*02_F,45,1,1,0,10,0,8,1
IGHV3-7*03,IGHD3-16*02,IGHJ4*02_F,36,0,9,18,3,0,1,3
IGHV5-78*01,IGHD6-19*01,IGHJ6*03_F,-1,83,9,1,37,12,20,1
IGHV4-4*07,IGHD3-3*02,IGHJ4*02_F,44,0,5,6,6,2,0,1
IGHV3-h*01,IGHD2-2*03,IGHJ3*01_F,69,1,2,0,2,8,5,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,1,1,11,5,2,14,1
IGHV3/OR16-9*01,IGHD2-21*02,IGHJ5*02_F,44,0,3,15,1,8,0,1
IGHV3-9*02,IGHD6-13*01,IGHJ6*03_F,75,1,0,3,6,8,11,1
IGHV3-66*03,IGHD3-10*01,IGHJ4*03_F,-1,3,10,1,16,8,19,1
IGHV3-NL1*01,IGHD6-6*01,IGHJ4*02_F,-1,2,1,7,16,6,18,1
IGHV1-2*03,IGHD2-15*01,IGHJ4*02_F,42,1,3,16,10,9,4,1
